x,y,z
1.26,4.98,1.43
1.25,4.98,1.43
1.2,4.95,1.53
1.15,4.93,1.47
1.07,4.91,1.52
1.03,4.9,1.53
0.99,4.9,1.46
0.96,4.89,1.54
0.93,4.86,1.55
0.92,4.84,1.52
0.88,4.82,1.5
0.82,4.75,1.54
0.83,4.73,1.55
0.82,4.73,1.54
0.73,4.67,1.52
0.76,4.66,1.49
0.73,4.65,1.45
0.76,4.63,1.42
0.79,4.59,1.4
0.78,4.52,1.48
0.82,4.49,1.44
0.82,4.46,1.39
0.84,4.41,1.43
0.83,4.35,1.43
0.83,4.3,1.42
0.83,4.25,1.41
0.84,4.2,1.37
0.85,4.16,1.33
0.83,4.09,1.39
0.87,4.04,1.38
0.85,3.98,1.35
0.82,3.91,1.44
0.84,3.87,1.42
0.81,3.81,1.48
0.82,3.78,1.58
0.85,3.73,1.51
0.84,3.7,1.54
0.89,3.63,1.46
0.88,3.59,1.46
0.88,3.53,1.55
0.88,3.47,1.5
0.87,3.39,1.5
0.88,3.34,1.55
0.84,3.27,1.53
0.8,3.19,1.46
0.83,3.17,1.45
0.83,3.13,1.43
0.84,3.13,1.44
0.86,3.1,1.4
0.85,3.05,1.36
0.85,3,1.33
0.89,2.95,1.32
0.89,2.9,1.3
0.87,2.84,1.41
0.84,2.8,1.38
0.82,2.76,1.37
0.82,2.73,1.46
0.82,2.7,1.51
0.83,2.63,1.51
0.85,2.61,1.43
0.85,2.56,1.45
0.84,2.5,1.44
0.81,2.42,1.44
0.82,2.36,1.54
0.81,2.31,1.61
0.83,2.28,1.63
0.84,2.24,1.65
0.84,2.14,1.55
0.78,2.13,1.57
0.78,2.07,1.58
0.79,1.99,1.61
0.84,1.91,1.56
0.84,1.87,1.61
0.87,1.82,1.58
0.91,1.74,1.54
0.94,1.68,1.5
1,1.6,1.49
1.01,1.57,1.51
1.01,1.56,1.49
1,1.55,1.52
0.91,1.61,1.48
0.94,1.58,1.49
0.94,1.58,1.44
0.91,1.55,1.42
0.92,1.52,1.41
0.94,1.53,1.5
0.94,1.52,1.46
0.97,1.51,1.46
1,1.49,1.42
1.02,1.46,1.42
1.12,1.51,1.5
1.17,1.52,1.5
1.23,1.52,1.46
1.3,1.54,1.57
1.41,1.53,1.54
1.45,1.53,1.55
1.46,1.51,1.54
1.52,1.52,1.47
1.58,1.52,1.44
1.63,1.51,1.42
1.67,1.5,1.38
1.7,1.49,1.48
1.75,1.49,1.56
1.75,1.45,1.52
1.8,1.45,1.58
1.85,1.46,1.58
1.91,1.49,1.68
1.98,1.48,1.65
2.02,1.49,1.66
2.09,1.52,1.72
2.14,1.55,1.73
2.2,1.56,1.66
2.18,1.51,1.56
2.18,1.48,1.51
2.25,1.49,1.47
2.31,1.51,1.54
2.35,1.49,1.49
2.43,1.49,1.49
2.49,1.49,1.55
2.54,1.46,1.49
2.56,1.44,1.55
2.56,1.38,1.54
2.62,1.36,1.56
2.64,1.36,1.59
2.69,1.38,1.58
2.76,1.41,1.51
2.8,1.43,1.45
2.86,1.47,1.43
2.92,1.52,1.44
3.01,1.51,1.5
3.05,1.54,1.55
3.1,1.52,1.54
3.09,1.5,1.5
3.14,1.49,1.45
3.12,1.5,1.48
3.14,1.54,1.47
3.16,1.55,1.45
3.19,1.6,1.5
3.15,1.6,1.51
3.15,1.63,1.49
3.2,1.69,1.59
3.25,1.72,1.55
3.26,1.75,1.5
3.23,1.78,1.47
3.25,1.8,1.43
3.21,1.84,1.4
3.21,1.9,1.38
3.19,1.96,1.38
3.17,2.02,1.5
3.15,2.06,1.51
3.1,2.11,1.49
3.1,2.16,1.51
3.06,2.21,1.45
3.04,2.24,1.43
3.04,2.28,1.46
3.02,2.32,1.53
3.06,2.32,1.55
3.02,2.38,1.54
3.01,2.46,1.5
3,2.49,1.43
3.03,2.54,1.48
3.03,2.59,1.42
3.04,2.64,1.5
3.04,2.69,1.51
3.06,2.73,1.43
3.08,2.76,1.41
3.16,2.83,1.42
3.24,2.92,1.38
3.29,2.99,1.35
3.21,3,1.38
3.15,3.03,1.41
3.18,3.13,1.35
3.14,3.19,1.37
3.08,3.24,1.42
3.09,3.26,1.44
3.13,3.28,1.44
3.17,3.29,1.44
3.21,3.31,1.43
3.24,3.33,1.4
3.26,3.37,1.38
3.25,3.42,1.48
3.25,3.48,1.45
3.26,3.51,1.4
3.2,3.58,1.37
3.23,3.62,1.33
3.21,3.67,1.36
3.22,3.7,1.36
3.22,3.75,1.34
3.19,3.78,1.34
3.13,3.76,1.38
3.18,3.84,1.35
3.18,3.89,1.33
3.19,3.96,1.3
3.2,4,1.33
3.16,4.04,1.31
3.34,4.01,1.35
3.39,4.02,1.43
3.35,4.08,1.45
3.38,4.18,1.48
3.4,4.19,1.57
3.48,4.2,1.51
3.5,4.21,1.47
3.55,4.23,1.49
3.57,4.28,1.48
3.59,4.3,1.46
3.59,4.35,1.42
3.62,4.39,1.4
3.61,4.45,1.54
3.61,4.49,1.55
3.62,4.52,1.63
3.63,4.55,1.65
3.62,4.59,1.64
3.49,4.67,1.65
3.43,4.71,1.66
3.37,4.73,1.6
3.3,4.76,1.66
3.25,4.8,1.56
3.16,4.82,1.52
3.09,4.8,1.57
2.98,4.83,1.51
2.93,4.85,1.52
2.86,4.86,1.56
2.8,4.86,1.58
2.75,4.86,1.58
2.74,4.85,1.55
2.72,4.82,1.56
2.67,4.8,1.56
2.64,4.81,1.48
2.61,4.83,1.55
2.57,4.84,1.55
2.54,4.85,1.54
2.51,4.86,1.56
2.42,4.88,1.57
2.39,4.85,1.53
2.3,4.9,1.46
2.31,4.94,1.51
2.3,4.94,1.5
2.28,4.95,1.5
2.26,4.89,1.55
2.22,4.83,1.59
2.18,4.86,1.52
2.15,4.86,1.54
2.1,4.85,1.5
2.08,4.84,1.46
2.07,4.84,1.45
2.06,4.82,1.47
2,4.8,1.47
1.99,4.79,1.46
1.95,4.76,1.46
1.91,4.73,1.45
1.86,4.73,1.44
1.84,4.71,1.49
1.81,4.69,1.53
1.79,4.68,1.55
1.8,4.71,1.5
1.79,4.73,1.51
1.77,4.74,1.47
1.72,4.74,1.4
1.66,4.75,1.46
1.59,4.77,1.56
1.52,4.77,1.52
1.47,4.78,1.52
1.42,4.79,1.55
1.38,4.79,1.58
1.34,4.81,1.49
1.35,4.85,1.45
1.29,4.83,1.52
1.26,4.83,1.54
1.2,4.81,1.64
1.16,4.84,1.6
1.11,4.85,1.53
1.06,4.86,1.61
1,4.86,1.56
0.92,4.82,1.52
0.87,4.81,1.48
0.89,4.81,1.5
0.87,4.8,1.58
0.83,4.78,1.52
0.81,4.78,1.47
0.76,4.74,1.42
0.76,4.73,1.46
0.75,4.7,1.49
0.63,4.63,1.46
0.63,4.61,1.56
0.6,4.55,1.62
0.66,4.55,1.58
0.66,4.53,1.51
0.63,4.46,1.51
0.62,4.43,1.49
0.61,4.4,1.46
0.6,4.34,1.51
0.61,4.31,1.53
0.67,4.29,1.48
0.71,4.26,1.55
0.74,4.23,1.49
0.76,4.2,1.54
0.76,4.15,1.52
0.77,4.09,1.46
0.78,4.04,1.42
0.81,3.99,1.47
0.84,3.95,1.4
0.82,3.88,1.44
0.83,3.84,1.47
0.79,3.77,1.45
0.86,3.73,1.38
0.89,3.69,1.47
0.88,3.66,1.48
0.88,3.6,1.43
0.89,3.55,1.5
0.89,3.49,1.44
0.88,3.45,1.46
0.86,3.4,1.44
0.82,3.36,1.45
0.85,3.35,1.39
0.84,3.3,1.38
0.88,3.27,1.34
0.87,3.2,1.34
0.9,3.15,1.43
0.93,3.11,1.39
0.95,3.09,1.4
0.96,3.06,1.48
0.93,2.96,1.48
0.93,2.91,1.58
1,2.88,1.55
1.04,2.83,1.53
1.05,2.8,1.51
1.05,2.78,1.45
1.01,2.73,1.43
0.98,2.69,1.39
0.96,2.65,1.48
0.97,2.61,1.46
0.98,2.56,1.42
0.99,2.52,1.36
1.04,2.48,1.36
1,2.42,1.34
1.01,2.34,1.44
0.92,2.29,1.42
0.9,2.24,1.39
0.87,2.19,1.5
0.86,2.13,1.53
0.8,2.08,1.51
0.75,2.06,1.59
0.76,2,1.51
0.77,1.94,1.49
0.81,1.86,1.47
0.9,1.79,1.52
0.93,1.73,1.51
0.93,1.69,1.48
0.93,1.67,1.47
0.95,1.63,1.46
0.95,1.64,1.51
0.99,1.64,1.5
0.99,1.61,1.44
1.03,1.61,1.45
1.02,1.57,1.43
1.07,1.58,1.44
1.1,1.6,1.46
1.15,1.6,1.46
1.2,1.63,1.54
1.19,1.61,1.54
1.18,1.59,1.57
1.25,1.61,1.55
1.24,1.57,1.54
1.3,1.58,1.54
1.35,1.58,1.55
1.41,1.57,1.48
1.49,1.56,1.57
1.52,1.54,1.58
1.56,1.52,1.5
1.57,1.49,1.49
1.54,1.44,1.46
1.59,1.47,1.43
1.65,1.48,1.39
1.7,1.48,1.5
1.77,1.48,1.49
1.79,1.46,1.43
1.85,1.46,1.47
1.91,1.49,1.5
1.96,1.51,1.49
2,1.52,1.51
2.04,1.51,1.58
2.05,1.5,1.51
2.12,1.54,1.53
2.19,1.57,1.65
2.24,1.58,1.61
2.28,1.58,1.55
2.3,1.54,1.52
2.35,1.54,1.57
2.45,1.49,1.51
2.53,1.48,1.6
2.56,1.48,1.62
2.59,1.47,1.66
2.59,1.46,1.7
2.59,1.44,1.65
2.64,1.44,1.62
2.67,1.43,1.59
2.71,1.46,1.61
2.75,1.47,1.59
2.79,1.49,1.64
2.83,1.51,1.69
2.84,1.51,1.7
2.89,1.54,1.73
2.9,1.53,1.75
2.95,1.53,1.68
2.99,1.53,1.59
3,1.54,1.52
3.03,1.57,1.54
3.02,1.58,1.55
3.04,1.61,1.59
3.15,1.69,1.61
3.21,1.74,1.53
3.18,1.75,1.54
3.17,1.76,1.49
3.17,1.78,1.47
3.18,1.8,1.41
3.17,1.85,1.5
3.15,1.88,1.58
3.13,1.91,1.57
3.12,1.95,1.63
3.1,1.97,1.64
3.09,1.99,1.64
3.11,2,1.69
3.07,2.04,1.57
3.03,2.1,1.48
3.02,2.15,1.48
3.07,2.21,1.43
3.04,2.22,1.46
3.06,2.26,1.42
3.04,2.31,1.36
3.05,2.35,1.34
3.06,2.38,1.31
3.11,2.45,1.45
3.17,2.5,1.43
3.16,2.53,1.41
3.18,2.56,1.37
3.23,2.61,1.39
3.25,2.65,1.45
3.26,2.71,1.39
3.15,2.72,1.39
3.14,2.78,1.45
3.14,2.84,1.41
3.24,2.91,1.37
3.24,2.94,1.4
3.18,2.99,1.44
3.16,3.06,1.42
3.13,3.11,1.48
3.1,3.17,1.51
3.14,3.19,1.51
3.21,3.21,1.57
3.21,3.25,1.5
3.19,3.31,1.56
3.17,3.36,1.48
3.19,3.4,1.47
3.19,3.42,1.44
3.17,3.46,1.49
3.17,3.47,1.48
3.12,3.51,1.51
3.08,3.57,1.51
3.09,3.62,1.57
3.09,3.68,1.52
3.06,3.75,1.5
3.05,3.8,1.43
2.99,3.87,1.45
3.01,3.9,1.42
3.11,3.88,1.45
3.25,3.86,1.4
3.27,3.88,1.37
3.23,3.93,1.37
3.19,4,1.49
3.22,4.03,1.53
3.25,4.06,1.52
3.26,4.1,1.53
3.28,4.14,1.51
3.32,4.14,1.46
3.33,4.18,1.5
3.54,4.13,1.49
3.54,4.16,1.46
3.57,4.17,1.48
3.46,4.26,1.49
3.37,4.34,1.47
3.33,4.39,1.46
3.36,4.39,1.54
3.33,4.42,1.55
3.32,4.43,1.62
3.27,4.47,1.61
3.3,4.47,1.61
3.23,4.53,1.54
3.17,4.57,1.48
3.21,4.58,1.48
3.17,4.62,1.44
3.14,4.65,1.42
3.25,4.61,1.45
3.32,4.58,1.41
3.24,4.64,1.42
3.12,4.71,1.44
3.03,4.76,1.45
3.02,4.79,1.46
3.05,4.77,1.54
3.03,4.76,1.54
2.98,4.8,1.54
2.95,4.82,1.51
2.92,4.84,1.46
2.89,4.84,1.48
2.88,4.82,1.43
2.87,4.81,1.47
2.85,4.79,1.51
2.82,4.82,1.45
2.77,4.8,1.51
2.71,4.76,1.49
2.65,4.76,1.48
2.6,4.75,1.5
2.55,4.74,1.56
2.51,4.74,1.52
2.48,4.75,1.48
2.46,4.77,1.41
2.44,4.77,1.39
2.35,4.74,1.51
2.31,4.72,1.49
2.26,4.72,1.45
2.23,4.72,1.47
2.19,4.74,1.51
2.15,4.73,1.57
2.13,4.76,1.57
2.07,4.76,1.52
2.01,4.74,1.55
1.96,4.75,1.54
1.91,4.74,1.52
1.87,4.73,1.54
1.77,4.71,1.49
1.75,4.71,1.51
1.73,4.71,1.54
1.7,4.72,1.49
1.66,4.73,1.42
1.63,4.73,1.45
1.58,4.74,1.53
1.5,4.75,1.46
1.46,4.78,1.42
1.41,4.78,1.38
1.36,4.81,1.36
1.34,4.83,1.44
1.32,4.86,1.4
1.27,4.85,1.36
1.18,4.81,1.39
1.13,4.8,1.36
1.06,4.8,1.39
1.02,4.81,1.38
0.99,4.83,1.39
0.99,4.82,1.5
0.97,4.8,1.45
0.96,4.8,1.43
0.93,4.75,1.46
0.91,4.75,1.42
0.61,4.6,1.5
0.65,4.61,1.48
0.64,4.58,1.42
0.7,4.59,1.39
0.66,4.55,1.37
0.63,4.49,1.48
0.6,4.44,1.44
0.64,4.42,1.42
0.69,4.39,1.43
0.75,4.38,1.45
0.79,4.36,1.49
0.84,4.33,1.42
0.86,4.3,1.37
0.89,4.25,1.33
0.91,4.21,1.32
0.91,4.18,1.35
0.93,4.16,1.4
0.92,4.1,1.43
0.95,4.07,1.42
0.94,4.01,1.36
0.93,3.96,1.43
0.91,3.93,1.38
0.92,3.87,1.39
0.96,3.85,1.34
0.94,3.78,1.34
0.95,3.72,1.34
0.97,3.67,1.35
0.97,3.61,1.38
0.99,3.56,1.45
0.95,3.54,1.44
0.88,3.51,1.45
0.88,3.47,1.4
0.87,3.41,1.45
0.88,3.33,1.42
0.9,3.27,1.41
0.94,3.23,1.38
0.91,3.17,1.33
0.86,3.12,1.32
0.85,3.09,1.42
0.83,3.04,1.44
0.79,2.99,1.38
0.83,2.96,1.42
0.85,2.93,1.4
0.86,2.89,1.35
0.88,2.85,1.45
0.89,2.81,1.39
0.9,2.77,1.37
0.92,2.74,1.44
0.9,2.69,1.48
0.93,2.66,1.6
0.93,2.62,1.61
0.96,2.59,1.53
0.89,2.52,1.53
0.89,2.45,1.6
0.89,2.39,1.51
0.9,2.36,1.5
0.9,2.31,1.43
0.91,2.25,1.51
0.9,2.2,1.54
0.91,2.14,1.48
0.93,2.09,1.53
0.9,2.04,1.59
0.91,1.98,1.64
0.89,1.93,1.63
0.9,1.88,1.59
0.93,1.82,1.51
0.91,1.78,1.49
0.92,1.75,1.47
0.96,1.74,1.52
0.99,1.68,1.47
0.98,1.65,1.44
0.99,1.61,1.57
1.02,1.57,1.63
1.04,1.55,1.62
1.07,1.54,1.58
1.13,1.52,1.6
1.11,1.49,1.51
1.13,1.47,1.58
1.13,1.47,1.51
1.12,1.44,1.44
1.14,1.48,1.47
1.19,1.51,1.45
1.18,1.49,1.42
1.24,1.5,1.43
1.29,1.51,1.43
1.3,1.49,1.45
1.33,1.49,1.4
1.38,1.5,1.45
1.45,1.51,1.48
1.48,1.47,1.5
1.53,1.46,1.43
1.59,1.47,1.45
1.61,1.48,1.53
1.61,1.47,1.45
1.68,1.49,1.53
1.7,1.5,1.52
1.71,1.5,1.57
1.71,1.51,1.6
1.82,1.58,1.6
1.85,1.58,1.58
1.89,1.57,1.49
1.93,1.56,1.45
1.98,1.55,1.41
2.04,1.56,1.43
2.08,1.55,1.53
2.14,1.54,1.5
2.2,1.53,1.47
2.24,1.51,1.48
2.27,1.49,1.46
2.33,1.51,1.43
2.37,1.52,1.5
2.42,1.52,1.44
2.49,1.54,1.47
2.54,1.53,1.49
2.57,1.54,1.47
2.6,1.53,1.43
2.63,1.53,1.43
2.65,1.53,1.48
2.68,1.53,1.46
2.68,1.51,1.44
2.66,1.49,1.41
2.76,1.54,1.41
2.81,1.58,1.52
2.85,1.61,1.53
2.88,1.6,1.57
2.91,1.59,1.53
2.93,1.59,1.55
3.11,1.67,1.48
3.11,1.66,1.5
3.15,1.66,1.45
3.16,1.66,1.44
3.25,1.72,1.47
3.33,1.78,1.52
3.34,1.8,1.48
3.31,1.81,1.43
3.29,1.85,1.45
3.26,1.87,1.53
3.23,1.88,1.57
3.21,1.93,1.54
3.16,1.95,1.46
3.14,2.01,1.45
3.13,2.04,1.48
3.12,2.08,1.42
3.1,2.11,1.4
3.09,2.16,1.41
3.05,2.2,1.42
3.1,2.25,1.41
3.05,2.33,1.55
3.09,2.39,1.55
3.11,2.43,1.5
3.13,2.47,1.48
3.15,2.51,1.48
3.17,2.57,1.46
3.2,2.6,1.48
3.2,2.61,1.51
3.11,2.71,1.5
3.06,2.78,1.46
3.07,2.84,1.42
3.07,2.88,1.45
3.06,2.94,1.45
3.04,3.02,1.46
3.03,3.07,1.47
3.01,3.11,1.51
3.03,3.17,1.46
3.04,3.2,1.54
3.05,3.24,1.58
3.1,3.26,1.52
3.12,3.3,1.48
3.15,3.35,1.45
3.17,3.4,1.41
3.2,3.44,1.5
3.19,3.48,1.46
3.2,3.53,1.4
3.23,3.58,1.38
3.23,3.63,1.44
3.24,3.66,1.56
3.24,3.72,1.49
3.26,3.79,1.47
3.27,3.86,1.43
3.26,3.9,1.45
3.24,3.95,1.51
3.26,4.02,1.56
3.3,4.08,1.63
3.28,4.11,1.66
3.27,4.13,1.7
3.27,4.17,1.58
3.27,4.21,1.55
3.25,4.28,1.53
3.19,4.33,1.49
3.2,4.39,1.48
3.18,4.44,1.51
3.15,4.5,1.57
3.16,4.55,1.61
3.17,4.58,1.54
3.2,4.62,1.52
3.15,4.67,1.41
3.1,4.69,1.43
3.06,4.72,1.43
3.1,4.75,1.49
3.11,4.77,1.47
3.09,4.79,1.52
3.09,4.81,1.49
3.04,4.83,1.48
3.02,4.87,1.46
2.99,4.87,1.48
2.98,4.83,1.48
2.94,4.8,1.54
2.87,4.8,1.49
2.82,4.8,1.46
2.79,4.79,1.44
2.77,4.79,1.42
2.73,4.77,1.52
2.68,4.78,1.48
2.71,4.73,1.52
2.67,4.76,1.47
2.62,4.84,1.41
2.55,4.88,1.46
2.49,4.88,1.45
2.45,4.86,1.44
2.39,4.85,1.5
2.36,4.87,1.49
2.3,4.88,1.45
2.27,4.86,1.5
2.24,4.81,1.53
2.18,4.79,1.6
2.17,4.81,1.62
2.11,4.8,1.61
2.07,4.79,1.63
2.02,4.77,1.64
1.98,4.77,1.65
1.97,4.76,1.58
1.97,4.75,1.55
1.95,4.76,1.51
1.95,4.71,1.55
1.9,4.72,1.52
1.9,4.69,1.51
1.89,4.7,1.46
1.8,4.74,1.53
1.75,4.8,1.59
1.71,4.85,1.62
1.65,4.83,1.62
1.61,4.87,1.58
1.56,4.87,1.6
1.49,4.84,1.56
1.4,4.84,1.51
1.4,4.84,1.63
1.37,4.85,1.57
1.35,4.86,1.62
1.29,4.85,1.55
1.24,4.83,1.53
1.21,4.84,1.46
1.14,4.82,1.46
1.11,4.82,1.47
1.06,4.81,1.45
1.02,4.77,1.5
0.99,4.74,1.44
0.91,4.68,1.4
0.89,4.66,1.44
0.82,4.6,1.41
0.76,4.54,1.43
0.69,4.48,1.46
0.72,4.46,1.45
0.72,4.44,1.45
0.74,4.41,1.45
0.74,4.36,1.42
0.76,4.33,1.38
0.77,4.3,1.39
0.78,4.25,1.48
0.79,4.2,1.5
0.81,4.14,1.58
0.82,4.08,1.58
0.8,4.04,1.57
0.82,3.98,1.49
0.85,3.94,1.48
0.91,3.91,1.43
0.94,3.88,1.37
0.96,3.84,1.32
0.93,3.76,1.35
0.92,3.71,1.41
0.91,3.66,1.35
0.91,3.6,1.41
0.91,3.53,1.42
0.91,3.47,1.4
0.89,3.47,1.39
0.95,3.35,1.35
0.91,3.29,1.46
0.88,3.23,1.45
0.91,3.16,1.4
0.89,3.12,1.4
0.89,3.1,1.34
0.9,3.06,1.48
0.89,3.01,1.45
0.92,2.96,1.55
0.91,2.89,1.47
1.03,2.91,1.4
1.1,2.9,1.34
1.16,2.9,1.33
1.19,2.89,1.34
1.11,2.83,1.3
1.12,2.79,1.3
1.11,2.75,1.41
1.15,2.72,1.51
1.15,2.66,1.59
1.14,2.62,1.58
1.13,2.58,1.51
1.11,2.53,1.45
1.1,2.47,1.42
1.1,2.42,1.4
1.03,2.31,1.52
1,2.24,1.47
0.9,2.14,1.53
0.88,2.07,1.47
0.99,2.07,1.4
1.01,2.05,1.38
0.99,1.97,1.36
1,1.92,1.39
1.02,1.86,1.39
0.96,1.82,1.45
1.01,1.8,1.34
0.96,1.77,1.43
0.95,1.71,1.44
0.9,1.68,1.44
0.84,1.69,1.42
0.82,1.67,1.47
0.79,1.67,1.54
0.81,1.67,1.54
0.89,1.62,1.54
0.95,1.6,1.58
0.97,1.54,1.49
0.97,1.5,1.43
1.03,1.5,1.44
1.1,1.51,1.39
1.14,1.52,1.37
1.22,1.51,1.41
1.3,1.51,1.5
1.33,1.53,1.56
1.38,1.54,1.57
1.44,1.52,1.62
1.35,1.6,1.56
1.42,1.57,1.6
1.49,1.56,1.55
1.51,1.53,1.56
1.54,1.5,1.54
1.62,1.5,1.64
1.67,1.46,1.58
1.73,1.46,1.59
1.81,1.47,1.62
1.84,1.48,1.59
1.85,1.46,1.64
1.91,1.47,1.69
1.96,1.48,1.66
1.99,1.47,1.56
2.06,1.49,1.53
2.09,1.49,1.49
2.13,1.49,1.58
2.24,1.45,1.54
2.34,1.42,1.49
2.37,1.43,1.48
2.45,1.43,1.44
2.48,1.45,1.44
2.51,1.46,1.45
2.57,1.44,1.44
2.59,1.45,1.44
2.62,1.45,1.45
2.67,1.44,1.43
2.71,1.44,1.48
2.75,1.49,1.55
2.79,1.52,1.5
2.8,1.51,1.5
2.86,1.56,1.55
2.94,1.61,1.64
3.01,1.64,1.63
3.03,1.66,1.59
3.05,1.69,1.64
3.1,1.71,1.6
3.13,1.73,1.55
3.14,1.76,1.54
3.18,1.83,1.61
3.15,1.85,1.63
3.18,1.89,1.64
3.16,1.93,1.6
3.18,1.98,1.52
3.18,2.03,1.5
3.18,2.07,1.46
3.25,2.1,1.46
3.23,2.16,1.44
3.21,2.22,1.48
3.24,2.29,1.5
3.24,2.34,1.56
3.28,2.35,1.48
3.27,2.39,1.42
3.25,2.43,1.39
3.24,2.49,1.41
3.19,2.52,1.43
3.13,2.53,1.46
3.12,2.54,1.42
3.09,2.58,1.54
3.09,2.63,1.55
3.06,2.68,1.55
3.12,2.75,1.53
3.08,2.83,1.49
3.15,2.98,1.41
3.2,3.04,1.41
3.23,3.11,1.44
3.22,3.18,1.39
3.3,3.23,1.38
3.26,3.23,1.4
3.24,3.28,1.36
3.23,3.3,1.37
3.2,3.34,1.5
3.19,3.38,1.49
3.16,3.42,1.42
3.15,3.4,1.39
3.16,3.42,1.4
3.16,3.46,1.39
3.13,3.48,1.4
3.08,3.53,1.42
3.06,3.6,1.41
3.06,3.64,1.4
3.08,3.66,1.35
3.04,3.74,1.33
3.01,3.89,1.45
3.02,3.94,1.5
3.01,4.01,1.53
3.03,4.04,1.54
3.08,4.09,1.56
3.11,4.15,1.49
3.18,4.18,1.44
3.23,4.19,1.54
3.31,4.21,1.49
3.29,4.23,1.59
3.18,4.32,1.65
3.19,4.31,1.65
3.21,4.31,1.61
3.32,4.28,1.52
3.4,4.28,1.48
3.43,4.3,1.55
3.44,4.35,1.5
3.43,4.37,1.54
3.43,4.42,1.5
3.49,4.43,1.46
3.5,4.45,1.48
3.48,4.5,1.5
3.48,4.54,1.52
3.56,4.53,1.55
3.59,4.55,1.49
3.59,4.55,1.47
3.63,4.53,1.46
3.64,4.51,1.5
3.61,4.54,1.52
3.56,4.55,1.51
3.51,4.57,1.51
3.47,4.55,1.56
3.28,4.64,1.5
3.15,4.65,1.52
3.04,4.69,1.49
2.95,4.71,1.49
2.88,4.76,1.44
2.81,4.78,1.42
2.74,4.81,1.43
2.68,4.82,1.4
2.6,4.82,1.45
2.53,4.84,1.55
2.48,4.86,1.52
2.37,4.88,1.54
2.3,4.9,1.47
2.28,4.86,1.44
2.23,4.85,1.48
2.21,4.84,1.44
2.19,4.84,1.39
2.16,4.86,1.52
2.12,4.84,1.55
2.08,4.85,1.47
2.08,4.85,1.44
1.99,4.85,1.46
1.9,4.84,1.45
1.85,4.8,1.49
1.8,4.76,1.48
1.76,4.74,1.53
1.76,4.74,1.55
1.75,4.75,1.51
1.72,4.74,1.56
1.72,4.76,1.49
1.71,4.76,1.58
1.69,4.77,1.54
1.6,4.78,1.47
1.53,4.81,1.44
1.5,4.86,1.44
1.42,4.85,1.49
1.35,4.83,1.46
1.31,4.82,1.48
1.26,4.81,1.5
1.22,4.81,1.54
1.17,4.79,1.47
1.12,4.77,1.52
1.08,4.75,1.55
1.07,4.77,1.51
0.96,4.77,1.5
0.94,4.75,1.54
0.89,4.71,1.55
0.86,4.67,1.58
0.82,4.63,1.55
0.76,4.61,1.5
0.7,4.56,1.47
0.71,4.57,1.43
0.81,4.6,1.38
0.9,4.61,1.46
0.86,4.57,1.44
0.82,4.49,1.38
0.7,4.4,1.46
0.65,4.38,1.42
0.64,4.34,1.38
0.64,4.3,1.39
0.71,4.31,1.37
0.72,4.3,1.38
0.75,4.28,1.44
0.78,4.27,1.44
0.78,4.23,1.44
0.76,4.21,1.39
0.79,4.15,1.46
0.79,4.07,1.49
0.77,4.01,1.53
0.79,3.96,1.57
0.79,3.91,1.61
0.8,3.87,1.57
0.8,3.8,1.5
0.81,3.76,1.49
0.81,3.7,1.49
0.82,3.61,1.44
0.78,3.59,1.5
0.78,3.54,1.47
0.79,3.48,1.5
0.82,3.43,1.59
0.85,3.39,1.67
0.83,3.35,1.65
0.77,3.33,1.63
0.79,3.29,1.54
0.89,3.16,1.46
0.89,3.11,1.49
0.94,3.08,1.48
0.98,3.04,1.47
0.91,2.96,1.45
0.95,2.94,1.38
0.91,2.9,1.44
0.9,2.86,1.44
0.93,2.8,1.41
0.95,2.75,1.49
0.94,2.71,1.48
0.94,2.64,1.49
0.92,2.6,1.44
0.87,2.54,1.41
0.84,2.49,1.39
0.81,2.42,1.43
0.83,2.38,1.43
0.87,2.33,1.42
0.88,2.3,1.42
0.9,2.28,1.42
0.95,2.23,1.46
0.94,2.21,1.43
0.9,2.15,1.44
0.84,2.08,1.37
0.85,2.05,1.41
0.84,2.04,1.46
0.88,1.98,1.47
0.93,1.92,1.53
0.91,1.9,1.52
0.91,1.88,1.51
0.87,1.84,1.57
0.9,1.77,1.54
0.93,1.71,1.5
0.92,1.66,1.47
0.88,1.58,1.44
0.92,1.55,1.4
0.94,1.54,1.48
0.95,1.54,1.47
0.95,1.54,1.48
0.98,1.55,1.47
0.99,1.54,1.46
0.97,1.5,1.45
1.01,1.51,1.48
1.04,1.52,1.45
1.1,1.56,1.48
1.15,1.56,1.5
1.2,1.54,1.44
1.26,1.55,1.49
1.29,1.52,1.5
1.34,1.52,1.46
1.34,1.51,1.55
1.39,1.52,1.6
1.46,1.51,1.54
1.48,1.51,1.51
1.54,1.51,1.51
1.55,1.49,1.5
1.59,1.48,1.43
1.65,1.49,1.44
1.74,1.51,1.47
1.79,1.5,1.41
1.87,1.51,1.46
1.95,1.51,1.41
2,1.52,1.45
2.03,1.5,1.39
2.1,1.5,1.41
2.14,1.51,1.38
2.16,1.51,1.48
2.23,1.53,1.52
2.29,1.55,1.57
2.38,1.53,1.53
2.46,1.52,1.47
2.47,1.5,1.52
2.52,1.49,1.48
2.56,1.48,1.5
2.58,1.47,1.58
2.59,1.43,1.51
2.61,1.43,1.53
2.7,1.47,1.5
2.78,1.51,1.46
2.85,1.53,1.44
